TFAP2A	Arnt	Arnt::Ahr	Ar	T	Pax5	NR2F1	Ddit3::Cebpa	E2F1	NFIL3	En1	ELK1	Evi1	FOXF2	FOXD1	FOXC1	FOXL1	GATA2	GATA3	Gfi	Foxq1	Foxd3	FOXI1	HLF	HNF1A	NHLH1	IRF1	IRF2	MEF2A	Myf	MZF1_1-4	MZF1_5-13	MAX	MYC::MAX	NFYA	NF-kappaB	Nkx2-5	PPARG	Pax2	Pax4	Pax6	PBX1	RORA_1	RORA_2	RREB1	RXRA::VDR	Prrx2	ELK4	SOX9	Sox17	SPIB	SRF	SRY	Sox5	znf143	NFE2L1::MafG	TEAD1	TAL1::TCF3	Hand1::Tcfe2a	USF1	YY1	ETS1	Myb	REL	ZEB1	NFKB1	TP53	RELA	TBP	Hltf	Spz1	NR3C1	HNF4A	NR1H2::RXRA	Zfp423	Mafb	TLX1::NFIC	Nkx3-2	NKX3-1	Nobox	ZNF354C	MIZF	Pdx1	BRCA1	Lhx3	ELF5	CTCF	Tal1::Gata1	Esrrb	Pou5f1	Sox2	Stat3	Tcfcp2l1 	Zfx	Myc	FOXA1	EWSR1-FLI1	GABPA	Gata1	Klf4	REST	RUNX1	STAT1	Mycn	Foxa2	ESR1	PPARG::RXRA	NFE2L2	ARID3A	NFATC2	HNF1B	EBF1	INSM1	FEV	FOXO3	HOXA5	RXR::RAR_DR5	NR4A2	NFIC	Egr1	PLAG1	Nr2e3	SPI1	CREB1	AP1	SP1	CEBPA	ESR2	HIF1A::ARNT	SOX10
84693	0.13685386734666	1.18596473119253	-0.111983641669748	-0.341116054067544	3.62943410811129	-0.189803052866587	0.00458720725105463	0.197300799566824	0.937643738319166	1.10666349617781	-0.728388942634705	0.328142393484618	-1.25608254279182	-0.533171353713399	-0.1276421093228	0.787073413007141	0.0639421480952672	-0.990298339659259	-0.935193003007463	0.384988358015046	0.553331349519405	0.469097292882316	-0.116557787569051	-0.165457734745736	0.906314769208665	1.25748836565764	-0.0399672375214612	0.785939107973429	-0.52267405786163	2.30873985013931	0.418962028390158	-0.0937307981982041	0.271533565961513	-0.0887128077019607	1.03877193195948	0.0900873357363658	0.467593839767196	-1.41660747327367	0.706445812133275	-0.591633440752121	-1.04099269412432	-0.472730574535467	-0.183533974276605	-0.438737403045814	-0.718122709432027	1.39253513436427	-0.254364415814979	-0.110897835591258	-0.0210601965731814	1.05228851260189	0.0869160258827208	-0.154086951537263	0.854528440900676	0.890052049816466	0.113308079992412	-0.511398036195811	0.0575188402188324	-0.774559141478998	0.922696304862179	1.49549831056757	0.327272599137954	0.617135486199926	0.0394228659510998	0.338564923329482	0.534432390949895	-0.359269430217364	-0.222050204838057	0.661154066975551	0.0831533486378825	0.977661942177558	-0.889815995148248	0.603305484023422	-0.192422405883852	-0.0340757460091724	-0.642615116419395	-0.0558165054722039	-1.6213927346565	-0.194929898517116	-0.0736011147775467	-0.356826609955789	-0.121176534081435	0.185177382596339	0.105632799955288	1.09884434474098	-0.308397821921201	-0.384106521954151	0.214870956432725	0.407417582929043	0.271783904086473	-0.466806632845667	-1.02364477084159	-0.373657197027773	-1.66302908051192	0.58145754064226	0.15321788386846	-0.274831825059399	-0.835823544354328	0.368070717494892	-0.818087608398898	0.986180294408431	-0.936302561486938	-0.368465529089043	-0.738517455595791	0.405042638638759	-0.175372171450999	0.0158373982940844	-0.443321058805513	0.224241281650904	0.0203086432917227	0.756179820520147	0.674630685413007	0.944940793707461	0.416189240488403	-0.884614880758053	-0.15373777074801	0.830104560016505	0.305614291205301	0.449726920060942	-1.76191559691394	-0.0108798111950315	0.0213215919762899	0.981557594785169	-0.376726222722575	-0.495777480979559	-0.531308993448056	0.938156905204023	-0.514990141259481	-1.40954660589859	0.447852895330497	0.81472013456618
64087	0.138582651927178	2.237519155841	-0.0912153730108375	-0.898786141153949	-0.664779839822775	-0.405850660791287	0.794675110061787	-0.0445030481222467	-0.235784604732737	-0.195695622154045	-0.430600236579466	-0.554544817092009	-0.189357184268988	-0.241866758309223	0.10464697300595	-0.320999242850826	0.125380729893413	-1.47596384984698	1.21061702657016	1.77199286789055	0.361938032695104	-0.282232602881389	-0.144060031756573	0.22254574585166	0.258628737455571	-1.05334949831076	1.77661679018424	1.78718913306399	-0.544046781615599	0.78354069335625	-0.445508843596253	-0.72115653262891	0.874256239237328	0.727451731756883	2.08354927709008	-0.0788648464255333	-0.308493432926835	0.356806193728847	-0.0754788222794353	-0.340896478331427	-0.466883626604179	0.433785439279747	-0.819530202362148	-0.953929024199628	-0.492459811736332	1.2497435095565	0.0297294976895981	-0.522335949980347	0.269830102823163	1.11481933900951	-0.951118629199161	-0.110848285760434	0.187187761677382	-0.0218660774919038	0.977534638044945	-1.79626508079266	-1.14427619117435	-0.64568657824568	-0.871390471247174	1.41730668785416	-1.52070276071861	-0.672230638685843	0.0194943724009517	0.0607555606036661	-0.646629469391615	-0.459792533555164	0.350511884732999	-0.0919053382141059	-0.322961681732178	-0.00914103361480375	-0.394628905031085	-0.88098126049245	1.07781374082771	1.30200719275416	-0.204748498304008	-0.431878969024945	0.408093097211998	-0.250013682798566	0.551946863780054	-0.289608248278935	0.39172071912814	-0.416113736684849	-0.0219650667749962	0.897396928054091	-0.252070863976653	-1.11934743237276	-0.0827018320045227	0.820337453778574	-0.402026868911553	-0.143577572498459	1.36102948659048	-0.545438433590439	-0.858867084364387	-0.89628600356689	0.934610647288853	0.935467692428189	0.0450073176728374	0.0267365518602753	0.577457811413262	0.525114619640407	-1.27674240112231	0.416094341343629	-0.585421682496076	0.955720006824865	2.00586313472177	0.487039680619199	0.420101663576482	1.25802885227501	-0.0940650990281722	-0.76940227238906	0.0714551574494537	-0.405139694501923	2.31849964185284	-1.09644704967829	0.144019547745629	-0.630716529959271	-0.107368102275743	0.409489653678213	0.492455479357809	0.0262197256629785	-0.703268855416282	0.309497308149146	0.699894302709077	-0.387286987382962	0.339552445366413	-0.182434257544136	-0.0150056904237254	0.665905795106381	0.881952014131269	1.24955834944179
64064	0.637238254189722	0.222652641389363	0.770950399548449	0.906930580935855	0.144723062362748	0.110680652048563	0.148610265271445	-1.5190356873399	0.182156705915587	-1.47703929843463	0.662842498398023	-0.440996933667411	-0.570151570721259	-1.93804093378788	-1.57859406116937	0.703182506123083	-1.56031652532211	0.174130852491421	-0.683703509097526	-0.408896500484328	-1.42899459771421	-2.02705801904909	-0.101928650470927	-0.625400823670155	-0.49022861840331	0.264498708684771	-0.740153364525465	-0.975255943540986	-1.66970897599179	0.0222943366507289	0.973752106272198	0.146792057208991	0.492914029938016	0.212108859498999	0.264734134794787	-0.979689508588341	-1.42892355389418	0.450718268615797	0.50077664928206	0.702704793952454	1.2381817212054	-0.721963140593842	1.16039798976844	2.88728089706826	0.161968866698116	0.152591037877289	-2.07078226840986	-1.03722809111301	-1.28714047456738	-0.643684528166777	-0.393595043950836	-0.00376976249771887	-1.69176898246978	-1.6135346205957	-0.124692919760023	1.45064507348049	1.54719625089369	-0.165985098364348	-0.407964771699022	0.25733690507198	0.669112137576767	-1.06388669713578	-0.717418504251236	-0.362935213192067	1.27126327399259	1.13451984379119	0.631387068120826	-0.313008877899664	-1.16629509604302	-0.906993365577853	-0.276068265635632	1.13207721492478	0.453387545382426	-0.432290728241252	-0.136246035654028	-0.0704408150327225	1.8610876667279	0.517215814531441	-1.04464972588743	-1.12147097275884	2.23182013587388	0.195281370770865	-1.57411132277175	0.0669198864655214	-1.31610520150496	-0.999523855457157	1.38040455778234	-0.41798990157168	0.140994276756859	-0.541548644824472	-0.214469568291321	-0.974245388658336	0.700566191681611	0.87863094211523	0.125109070695903	-0.979517314752784	0.205099442608605	-1.09995770637687	-1.26620292266933	0.366169235320717	0.0593119967021448	0.800224218420925	-0.504717351535175	0.518763455110626	-1.02052676966447	0.0323734261070942	-0.150436370614188	0.358072410468326	-0.364184804703114	-0.116223480871607	-1.53195482600477	0.576204666002717	-0.0430984734045565	-0.502634170116847	-1.11248142423878	-0.170632722235574	0.919785641033376	0.794573217702627	1.23497443308788	0.551670446649537	-0.261448824869723	1.30605175131215	-0.619833851592274	2.15678338775304	-0.218469157515081	0.139425552331048	-1.2242639043996	0.219514484796695	0.586136628770159	-1.06627041195312
594	0.277687213483261	-1.34730994689118	-0.718426669233976	-0.243474169428894	-0.655452699542263	-0.054689582856912	-0.623629213639621	0.916070323276987	-0.0758338600746971	-0.318394031936947	-1.59754790181341	0.146604795255256	2.59953844852255	1.5081009850341	0.83676185085263	-0.0699283294782795	0.677164356704594	0.0622571086928257	0.255543192636902	-0.400946114732299	0.942816517297944	0.418373517721528	0.0990348337822314	-0.0963263155033888	0.740606950318577	-1.36546232892051	0.489322454398229	1.36599858670027	-0.0110171499788492	0.0977791547502061	0.396657145151003	0.714087355482444	-0.732616215899025	-0.886694788312456	1.24639300394583	0.560773964092144	0.48118326390532	-1.09640594657877	-0.170881282056331	0.472521360309783	-1.93376507588723	0.253557565001685	-1.39208219553596	0.696722669255627	-0.435123069720072	-0.583881140926012	0.43929446300623	-0.0440067631084976	0.37919861100055	0.402451611936418	0.969535290951184	0.0241308959261217	0.916463048830268	0.806260379426713	2.29912117320083	-0.692154962761968	0.695379808797437	0.807965654101569	-0.456382739739706	-1.07936660724314	-0.472017908789248	0.687899235382698	1.7394678064757	-0.841180697173516	-0.8554214758508	-0.342265209238388	0.0976966595568922	-0.745580011099139	0.315551743554836	0.61039057461467	-0.637218019837987	-0.687089383738067	0.435022922639295	-0.852125775647391	-0.450351459414606	-0.170330577941045	-0.287518587167236	0.0738920650771973	0.438763592666378	0.157188335816451	-0.208802646101722	-0.80686201918457	0.38982160105209	-0.687957521766599	0.169380293227827	0.56867912751052	0.0865643591136615	-1.25693711238485	-0.773290312904223	1.83411105056437	0.347328100067775	0.22997048410554	1.2725319656078	-1.10449146238771	0.0747688412385933	-0.336829921230586	-0.568663009400523	0.461757470091132	-0.625778354087383	-0.0364918296609127	-0.774584221348455	-1.29515013346589	-0.87040268976841	-0.0322084110086902	-0.504550338564305	-0.90437158842905	0.874678917385387	-1.17537820364067	0.971020192326339	1.03691255200808	0.461663881092177	-0.410969464637674	0.425102794380702	1.29687551174146	1.34084554540263	1.20421557121361	-1.0980276567449	-1.77461756938997	-0.00288513439252013	0.35482255703835	-0.104502827640116	0.230669822201576	0.975243546031488	-0.573725718767209	0.994445691382973	0.677909455919604	-0.180281672753465	-0.844102096393611	0.0355148444154172	-0.423764472925956
593	0.710684487948385	1.72021439855551	0.104529332923976	0.59566604687461	-0.771640016667583	-0.856868503727474	-1.43380433851508	-0.351759968649303	-0.0586251908790804	-0.403308864523175	-0.289495987876122	-0.0790551491886683	0.314361556433587	0.826705731677485	-0.113592206731913	1.77608428010361	-0.282601877658235	1.22053132633178	1.99752440841455	1.40721691225129	-1.07819907530145	-0.162781303017066	0.0742289924779706	2.30725543598609	1.11314784761803	-0.631677014455629	-0.743372480916597	-0.857514995078686	0.410888168652662	1.28631212686591	0.0276045654362651	-0.149121044269598	1.30157748469856	0.0567921560291754	-0.0101477051039299	-0.597584771030298	-0.6189507850418	1.42271310819351	-0.170986100122488	0.557372329465989	1.47818551105827	-0.834828390141915	-1.18409579693639	-0.16056648659237	1.64820741207173	-0.85537157039393	-0.921338635608514	-0.331203142904257	-0.386204300436157	-0.613788125785776	0.170767810843539	-1.1303836485605	-0.85928242129094	0.0332549358126542	-0.117714701339733	-1.12163625643005	0.248907724509557	2.27469270291621	0.748238129873293	1.88987006244328	1.35745046132414	0.414427413136881	-0.277185668382445	-0.0520066188800951	-0.765178994326014	-0.22650960813497	-1.24508149345778	-0.269274420026841	-0.3539630956137	-0.0623367401482563	-0.637651524674934	0.971947424389281	-1.20791270072831	-1.24754596241379	-0.357789012680567	0.0468365921983698	-0.255892892342814	0.485303534926937	-0.0576002758530919	-0.760471920350943	0.219948241320169	-0.0262082204230009	-1.1189509031628	-0.224562178441388	-0.451415179580106	1.55927700562177	-0.955516274908033	-0.543283310163239	-1.10740700799579	0.673087053709107	0.292000248545002	0.0165617600961361	-0.245643240503214	0.481557038904289	2.92427605190408	0.570588183729726	0.376109898211865	1.28819726684339	-0.734388861388958	-0.213503780168668	-1.27864629832358	-0.403635527676855	-1.07079667605525	2.51541951890417	1.34551760025696	2.18579663117743	-0.550085805309698	-0.461339524261129	-0.83084223929193	0.596005235389343	-0.0599607933095753	0.219935650794759	-0.323469705639091	-0.582050812107713	-0.317377616958812	-0.44738161672145	0.956079489967545	-1.12209958869347	0.805832311910003	-0.113628672625736	-0.305825055391194	-1.8722778398404	1.02237994373105	1.77466273987809	-0.306114891109401	-0.109280009210003	0.371236243131196	1.49167682265303	1.16700797365086	-0.04433906582707
587	0.982590029211967	-0.428812514107347	0.38163886465893	0.145825514647077	-0.895052299287951	1.30356731989259	-0.33290288360209	1.04726136419754	0.523612207060435	-0.449488722125212	0.604136196136372	0.416754663735429	0.543736244517471	-0.558037217360273	-0.885667033404205	1.32854966568361	-0.347286689100224	-0.933866841667517	-0.638656068767649	0.700690106476874	-1.10461675394358	0.535154251983585	0.656853183419449	0.831412821776132	-0.194546963501036	0.577254485715447	-0.209683293959913	-1.39145209674852	0.818267530080956	-0.369823068698143	1.10328436998596	0.653260318861849	-0.231032211624824	0.796830928989748	3.17337566467355	1.12975132799112	-0.884518596238447	0.198899044599828	-0.503072562627476	0.811739128066515	-0.280381045343455	-1.21448849446576	0.252500751805954	-0.0971804567552346	0.736002049547999	0.342837191207183	0.607766415954685	0.774402742025572	-1.75819777427125	-1.06346120428221	-0.850089523796664	-1.46874896448872	-1.08994172538627	-1.06385517692691	0.416472879654606	-0.901449499464853	-0.0339597475795065	-0.691274799057897	-0.197925868697634	-0.397828384582836	0.242154128577039	-0.42171963536185	0.47372447271573	1.48838950642382	1.06363730043912	1.39580401102156	-0.475553465603847	1.32457813706312	-0.290714910888469	-1.57313545392591	1.37489987968536	1.38087568162458	-0.703806094241126	-1.55417265135662	1.76832109552261	0.942331155151123	0.225125324398488	0.120280239779096	-1.15366629473702	1.34846239666534	1.08893090731534	3.71839088930926	0.753788782389698	-0.0297441348059941	-0.29021505032791	-1.41481091028772	0.00918666219917379	-1.07000847844733	0.803589850866604	-1.44168631151104	-1.28988367909234	2.46159427322274	1.0535867025171	0.59535207695223	0.321391996772952	-0.513863132587621	-1.12275030928702	1.92362061678595	-0.278273428555322	0.704492551804723	-0.212291385565061	1.02530514483327	2.2652537629077	0.50424505909736	0.169804894195312	0.502538169768687	-0.1216129731427	-0.00349419228504028	0.0901683857377797	-0.971416939518067	-1.14612965142869	0.632955932991401	0.162327784507165	0.0975081684338679	-0.937198554652853	0.429780157145321	-0.270385667443042	0.203711622618148	0.260516935121128	0.966883624395203	1.6971564303159	-0.0700640872183504	-1.64316991252474	1.13303536173027	-0.0286460763243936	0.338417507329966	0.0461586582154231	0.230516575216473	0.395596350341847	-1.66907666966662
586	0.236109229429535	0.901097531030263	0.137391754820053	1.30804059486412	-0.680575083382116	1.15728870641708	0.732190171509629	1.46049056316091	0.665250923428205	-0.0103951313163333	-0.00531958757534297	-0.344382884341683	3.62096987749173	-0.0314455499204386	0.617402220942753	1.44547549129223	0.481288342634003	0.403378903834595	0.735986240017698	1.35022865522257	0.688374672953875	0.863657256056511	0.131616799244808	1.23682821799673	-0.0758913168830373	-0.138871192802486	1.86272780359495	0.423359539297284	0.824620890403905	-0.219389177812657	0.725493053771628	0.496859763194874	0.398342432049952	1.10906489016024	-0.431769740533285	0.358924187970299	0.914040156438522	0.906991481292002	1.12510471606083	-0.079103740298799	0.663806723075473	0.151328378022733	0.908616009136916	-0.348203524650643	-0.0982417976830948	1.10762624628303	0.720739006556305	-0.308714282178687	0.913392508455791	0.562248058193772	-0.145279352473502	0.685183899716439	0.582118172637806	0.373635673456501	1.07772181798728	1.19094140337021	-0.0518559860765316	1.6483219816314	0.177592138346112	1.2895421635326	0.20647220415759	0.81895032464211	1.60749281298317	-0.231045371745197	-0.223597273699217	0.295561053796186	0.685116812346254	-0.347156258179029	0.533193280517382	1.47829890579406	2.61026419121599	-0.569589521027008	0.888257322477548	1.77985742944181	-0.37320358990291	0.0895336054212666	0.197925672479188	0.697017069724172	0.468531470119648	0.729843406436906	0.303248448951034	1.32940541441013	0.490121863745731	0.517221647467842	1.16594845934361	0.0309811698465134	0.575645700397793	2.77911014795727	0.226516113953333	0.985571644388908	0.2916985165136	0.506484989845479	-0.0169435551192504	0.217975558920926	0.554585734693801	2.13163894958555	-0.15997174820288	0.443693970682722	0.953201531603611	-0.0947953871172425	1.1253188005282	1.93485897572048	-0.0461821946630573	0.773903371496748	1.13290861704094	0.0171640736811313	0.950194587952676	0.686453870670203	1.08407778078867	1.2035870897987	0.314135210600011	1.77322698210906	0.399922766401015	-0.48709698100242	1.07916844188048	1.34028191787874	0.0788818922417367	-0.0440836550796578	0.66150297620611	-0.129563289560024	-0.449450809028027	0.765535652626812	0.488867446121296	0.745751003941135	0.128457677331174	0.138994993446963	1.09415215321669	-0.403807896470374	0.569937751470979	0.817075569993757
56922	-0.0966844043472454	1.13945691846945	0.783323356019051	-0.721364225123815	0.645916678382776	0.657758798834879	0.0174181731384962	-1.57139030454442	-0.476580540110956	0.436057823733802	-0.101119779737511	-0.598458774536004	-0.11000645397873	0.541897125890783	1.92914712143525	-1.05589252557685	-0.0598313247253758	0.48088728342268	-0.405996113073743	0.694374442430715	0.206124090339446	0.467745249575966	0.755427359802616	0.343761591995436	0.880942816370555	0.968740269097795	0.258101856785625	0.151763584579889	-0.136372078509426	0.284228476535471	0.594094981178814	-0.0191635029433605	1.92522183599374	3.43480821243882	0.387459034134642	0.903063115828494	-0.0156089326413369	-0.349720277800152	1.77652323994951	-0.476530372738077	2.72126967828804	1.88347617493332	-1.47847633230084	0.155664848833737	-0.0785738274616866	-0.370310040081803	0.431987054416788	-0.117870155376247	-0.212984919751399	-0.582319710111289	1.77900574302818	-0.159939384620819	0.337857892815468	-0.3954820882946	0.0306109468532908	-0.801703097707557	0.283812525952531	-0.015065523696021	-1.26564151872916	1.38252268838736	0.485463299037157	1.16342731402251	-0.676628493303048	1.45034793598546	0.00549335527716597	-0.203315328936955	-0.480101844819267	0.623571208505939	-0.927841160251205	-0.153896392761308	-1.06122954184531	-1.41791804674895	-0.194370437498083	-0.0606458907271349	0.269136778591767	0.117254666405392	-0.452894985665036	0.374329993395746	1.05766777564016	-0.0863451545767393	1.08656622015761	-0.234695862294006	0.416879330241388	-0.70153001817457	0.507471215015363	0.100215109117279	0.621334813982708	-0.804292585141707	0.34384932236227	-0.0978246210838153	-0.274284186488293	-0.0861966425001959	0.788857008210053	-0.137172333297633	2.24217426502865	1.68134450345266	0.327116906933239	1.25259110695021	0.110091452784374	0.45469781684965	2.39948228457978	0.961773597634171	-0.55173011260227	2.12059013390103	1.6211055710826	-0.491343454596936	0.132971131155783	0.544224181275439	0.612561730637905	1.52726079101438	-0.207089985366759	1.57871850028969	-0.0070503466966505	-0.195884877641054	1.2828875669325	0.933198906335595	0.0583842898971672	0.0635120730915466	-0.33342988333584	0.692781727626131	-0.0781059208196626	-0.754063226297466	0.656356829741986	-0.768002326966248	0.952121646694631	-0.634137667712144	-0.332956151421182	-0.455124275082432	0.720102511934574	0.217151568828518
549	0.528186725956397	0.546833852609306	0.882276456915585	-0.768813501556969	0.076376582684737	0.338800909544268	0.178064739823182	0.385978609173066	-0.175843855592678	0.721305350307476	-0.22414159006388	0.167819011240527	-0.0114095196770515	0.381643661680284	2.10969656033855	1.94851353412569	0.174681684645387	0.263129128568712	-1.11545564279913	-1.34222930422848	0.323921800496687	0.234455592509112	0.389626910847411	0.092187085010092	-0.211068238891196	-0.356990507906971	-0.219466558547628	-0.40819571988011	0.837410534555556	0.401493787081481	-0.955120195056995	-0.429537042738789	0.289814474659907	0.642383939930809	-0.739249459727059	-1.61808832343827	-0.291324512187537	-0.765083144417129	-0.705856342450422	-0.877510376211939	-0.975869080904056	-0.820431608409254	0.733591443576729	-0.353685000206215	-0.650720709060912	0.740383890040606	0.562994560178567	-0.687782319268302	-1.01650250038679	-1.34386001184812	-2.28061700425015	0.138730922210761	-0.102010915046705	-0.31600046432521	1.29316386226876	-1.26679556479584	-0.625219725429772	-0.818245358196662	-0.353330424262146	0.150818868811671	-0.275331274913501	-0.932065365558746	-0.607979945387978	-1.41045126595103	2.05986853179502	0.598324911514757	0.329908201437639	-1.47572786456632	0.440247730979003	0.531953201170238	0.679522271716092	-0.960067081240271	-0.514487306561651	-0.0731804319728548	0.0578690141539204	0.237812180063668	-0.695733990696656	-0.154400546454358	0.571791324305895	-0.545553310306366	-0.200012068222564	1.8330199162972	0.250785818999616	-0.648906315100404	0.538770861504768	-0.280944394861382	0.184686215749876	0.150221409930806	1.39821977090876	-0.660425419579206	0.101575882340253	0.994711236636081	0.0988024039076105	0.353302483076876	0.495990438678478	0.755038725925708	-0.830106200256615	-0.264534679212928	0.703267952943919	0.767932921517545	0.304693859323575	-1.42101910451116	0.332219676982965	0.606723519130153	0.0452739810664072	-0.11586871784799	-0.408529752878394	-1.02230051596801	0.311190280667645	0.49550671519414	-0.48738910761808	-1.02735209662833	1.53174979829753	-0.499266629400334	-0.0420275186583677	1.0701291950658	-0.217637465990027	-0.164796817979137	-0.0838760425802682	0.837696162182986	-0.415277081314621	1.33130631548133	-0.945542596686295	0.842365558431012	-1.07707796347733	0.0876792809438336	-0.28902740815889	-0.00534760561091057	0.869813347178742	-0.985890880415814
5096	-0.0695057877714095	-0.486810133284411	0.107267994855792	-0.413943710486788	-0.505013280055841	-0.605245534220039	1.85691938607842	1.01498263021491	-0.154433091004561	-0.551215827298915	-0.466249478610581	-0.873839510692433	-0.700563475078777	0.967168828494421	0.0347399998923797	0.740744854223007	0.173949423023947	0.0978337819912399	1.11853466929075	1.42080404176893	0.565251292438437	-0.0439577192916947	-1.04784763222553	-0.652514834480571	0.434637545392966	0.314477001719457	-0.768901044934615	-1.63841763682745	0.018480004328466	-0.215905039114575	-1.10106394685098	-1.2081044984595	-0.823527889334191	-0.653663183247379	0.482036825822949	-1.13752486688986	0.673120964775976	-0.0911484288283782	0.1459336179457	-1.08201223284918	0.72584916860837	0.289919661412068	0.347700484895765	-0.514766447590768	-0.14796410662921	0.0981231537537199	0.61522313556833	-1.09914725990497	-0.0464844835503493	1.39529489349282	-1.0896636756971	0.644107414620557	-0.240396150013928	-0.200705169667269	-0.690216392515175	0.569229302146232	-0.616975656756075	3.36108659180022	1.7623177646503	-0.401832187407154	0.938081717269413	-1.88896167469937	-0.877095774862728	-1.26091494187242	1.6060225095573	-0.712248390638844	-0.517945887746732	-1.65176601369105	-0.366644164659468	-0.186865979666912	-0.527433486752094	-0.537264093399747	0.154252873005225	0.698727541908127	-0.950512321587522	-0.548644243838954	1.83154697159248	0.302041981233579	0.426517422828625	-0.0306418013651138	-0.871174136745133	-0.23282253288339	0.424404588346331	-0.026732776846565	0.504043479758846	-1.51655607856697	0.498941019194445	1.82036647575898	0.655827276025886	-0.0269708077326929	0.744845039497996	-0.735011335754679	-0.0855482131207356	0.505875431064148	-0.58083430795337	0.0630496428690197	-0.512262532002076	-0.149450807261787	0.0669804032114446	-0.76503417901796	-0.558555523122101	-1.10107578551078	-0.669281499274468	-0.904667754475802	-0.815149307559963	0.0718166119889257	-0.490407520371068	-0.228276657936466	0.654194964870524	0.0754623151185646	1.67351447271371	-0.223036188222187	-0.285643517048439	0.67093445508812	-0.42061740169427	0.0424145277054994	-0.400829343625721	-0.5866857834371	1.42612758941099	-0.174354635720871	0.249207566699351	0.0585590683822293	1.08824077089173	0.109811467682179	-0.353764948127463	-0.937647328429135	0.809765245560577	-0.0583324889124391	-0.380992834210483	0.50808383104082
